time,open,high,low,close,Up Trend,Down Trend,EMA,EMA,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily S1,Daily S2,Daily S3,Volume
2026-02-17T10:50:00+05:30,25657.1,25658.15,25649.2,25656.6,25642.361005536168,,25665.368129532915,25673.182509613136,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4451433
2026-02-17T10:55:00+05:30,25656.55,25669.15,25656.25,25668.1,25642.361005536168,,25665.628307672636,25672.16600769051,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,2943173
2026-02-17T11:00:00+05:30,25667.75,25672.1,25658.2,25666.55,25642.361005536168,,25665.71608789429,25671.042806152407,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4051656
2026-02-17T11:05:00+05:30,25666.8,25674.95,25653.65,25670.6,25642.361005536168,,25666.181222380546,25670.954244921926,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4390271
2026-02-17T11:10:00+05:30,25671.2,25674.95,25661.4,25673.1,25642.361005536168,,25666.840153582398,25671.38339593754,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,2345952
2026-02-17T11:15:00+05:30,25673.95,25690.25,25669.5,25685.8,25642.361005536168,,25668.645853241218,25674.266716750033,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,3059796
2026-02-17T11:20:00+05:30,25685.6,25690.9,25679.05,25688,25642.361005536168,,25670.48910531348,25677.013373400026,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,2184575
2026-02-17T11:25:00+05:30,25689,25695.55,25685.4,25693.6,25642.361005536168,,25672.690142902673,25680.33069872002,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,3072697
2026-02-17T11:30:00+05:30,25693.95,25723.85,25687.55,25721.45,25642.668722147962,,25677.333938816704,25688.554558976015,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5656828
2026-02-17T11:35:00+05:30,25721.2,25745.75,25716.75,25730.55,25665.82184993317,,25682.402135119875,25696.953647180813,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4587184
2026-02-17T11:40:00+05:30,25730.65,25732.25,25708.5,25722.35,25665.82184993317,,25686.206693679887,25702.03291774465,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4388874
2026-02-17T11:45:00+05:30,25722.75,25741.65,25722.6,25738.05,25666.925698445866,,25691.14415142466,25709.23633419572,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,3216900
