time,open,high,low,close,Volume
2026-02-20T12:40:00+05:30,25633.35,25636.95,25604.95,25606.8,3033082
2026-02-20T12:45:00+05:30,25605.95,25623.85,25588.45,25608.55,3392881
2026-02-20T12:50:00+05:30,25607.55,25613.7,25600.65,25612.25,2044670
2026-02-20T12:55:00+05:30,25612.1,25613.2,25573.3,25594.6,3070899
2026-02-20T13:00:00+05:30,25594.25,25609.75,25585.5,25587.9,2845632
2026-02-20T13:05:00+05:30,25588.25,25588.9,25560.8,25561.95,2706340
2026-02-20T13:10:00+05:30,25562.35,25566.3,25535.75,25554.6,4281982
2026-02-20T13:15:00+05:30,25554.5,25559.15,25538.9,25546.3,4286790
2026-02-20T13:20:00+05:30,25545.65,25551.45,25532,25549.85,3265361
2026-02-20T13:25:00+05:30,25549.2,25573.3,25540.3,25568.5,2899270
2026-02-20T13:30:00+05:30,25567.5,25593.5,25565.65,25593.5,3515395
2026-02-20T13:35:00+05:30,25593.7,25609.6,25568.7,25573.2,3014043
2026-02-20T13:40:00+05:30,25574.75,25580.1,25556,25573,2665995
2026-02-20T13:45:00+05:30,25572.85,25587.4,25568.75,25580.9,2350411
2026-02-20T13:50:00+05:30,25581.55,25583.25,25565.15,25565.2,1736067
2026-02-20T13:55:00+05:30,25564.9,25602.9,25561.4,25601.15,2283606
2026-02-20T14:00:00+05:30,25600.75,25611.8,25593,25593,2708258
2026-02-20T14:05:00+05:30,25592.2,25601.85,25577.45,25596.15,2624747
2026-02-20T14:10:00+05:30,25595.85,25602.15,25591.8,25602.15,3263855
2026-02-20T14:15:00+05:30,25601.65,25632.8,25601.65,25630.55,3833295
2026-02-20T14:20:00+05:30,25630.5,25634.15,25602.5,25604.55,3639836
2026-02-20T14:25:00+05:30,25604.35,25607.3,25587.05,25591.1,4126398
2026-02-20T14:30:00+05:30,25592,25604.85,25585.9,25600.75,3114648
2026-02-20T14:35:00+05:30,25600.7,25617.45,25595.75,25607.75,3062233
2026-02-20T14:40:00+05:30,25607.5,25637.6,25607.05,25625.55,3003218
2026-02-20T14:45:00+05:30,25625.95,25652.85,25625.95,25649.85,3079688
2026-02-20T14:50:00+05:30,25649.95,25650.6,25614.6,25632.55,3517479
2026-02-20T14:55:00+05:30,25632.1,25642.8,25629.15,25642.8,3712672
2026-02-20T15:00:00+05:30,25646.9,25649.65,25595.3,25598,10269013
2026-02-20T15:05:00+05:30,25597.05,25598.8,25570.35,25574.2,10406516
2026-02-20T15:10:00+05:30,25573.7,25576.05,25563,25571.95,11248010
2026-02-20T15:15:00+05:30,25570.85,25572.6,25552.3,25554.45,12709576
2026-02-20T15:20:00+05:30,25553,25568.35,25538.9,25567,12999084
2026-02-20T15:25:00+05:30,25566.3,25577.45,25551.65,25565.9,11525797
